name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
Maruti Swift AMT ZXI,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197,81.8,113Nm@ 4200rpm,5.0
BMW X4 M Sport X xDrive20d,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,400Nm@ 1750-2500rpm,5.0
BMW X4 M Sport X xDrive20d,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,400Nm@ 1750-2500rpm,5.0
Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199,88.76,110Nm@ 4800rpm,5.0
Volvo V40 D3 R-Design,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984,150.0,350Nm@ 1500-2750rpm,5.0
Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487,214.56,202Nm@ 3600-5200rpm,5.0
Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969,190.0,400Nm,5.0
Maruti Baleno Alpha 1.3,2018,740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248,74.0,190Nm@ 2000rpm,5.0
Maruti Swift AMT VVT VXI,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197,81.8,113Nm@ 4200rpm,5.0
Maruti Swift AMT ZXI,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197,81.8,113Nm@ 4200rpm,5.0
BMW X4 M Sport X xDrive20d,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,400Nm@ 1750-2500rpm,5.0
BMW X4 M Sport X xDrive20d,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,400Nm@ 1750-2500rpm,5.0
Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199,88.76,110Nm@ 4800rpm,5.0
Volvo V40 D3 R-Design,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984,150.0,350Nm@ 1500-2750rpm,5.0
Maruti Baleno Sigma 1.2,2019,500000,10000,Petrol,Individual,Manual,First Owner,21.4,1197,83.1,115Nm@ 4000rpm,5.0
Tata Tigor 2017-2020 XZ Plus,2019,600000,5200,Petrol,Individual,Manual,First Owner,20.3,1199,83.81,114Nm@ 3500rpm,5.0
Mahindra KUV 100 G80 K8 Dual Tone,2018,550000,10500,Petrol,Individual,Manual,First Owner,18.15,1198,82.0,115Nm@ 3500-3600rpm,6.0
Renault Duster 110PS Diesel RxZ,2018,950000,26000,Diesel,Individual,Manual,First Owner,19.6,1461,108.45,245Nm@ 1750rpm,5.0
Maruti Alto 800 LXI,2018,310000,13000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,69Nm@ 3500rpm,5.0
Toyota Glanza G Smart Hybrid,2019,700000,5000,Petrol,Individual,Manual,First Owner,23.87,1197,88.5,113Nm@ 4400rpm,5.0
Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487,214.56,202Nm@ 3600-5200rpm,5.0
Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969,190.0,400Nm,5.0
Maruti Baleno Alpha 1.3,2018,740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248,74.0,190Nm@ 2000rpm,5.0
Maruti Swift AMT VVT VXI,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197,81.8,113Nm@ 4200rpm,5.0
Maruti Swift AMT ZXI,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197,81.8,113Nm@ 4200rpm,5.0
BMW X4 M Sport X xDrive20d,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,400Nm@ 1750-2500rpm,5.0
BMW X4 M Sport X xDrive20d,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,400Nm@ 1750-2500rpm,5.0
Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199,88.76,110Nm@ 4800rpm,5.0
Volvo V40 D3 R-Design,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984,150.0,350Nm@ 1500-2750rpm,5.0
Maruti Swift Dzire LDI,2018,650000,50000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,190Nm@ 2000rpm,5.0
Maruti Celerio ZXI Optional,2018,475000,30000,Petrol,Individual,Manual,First Owner,21.63,998,67.04,90Nm@ 3500rpm,5.0
Maruti Swift Dzire AMT ZXI Plus,2019,750000,6500,Petrol,Individual,Automatic,First Owner,21.21,1197,81.8,113Nm@ 4200rpm,5.0
Tata Sumo Gold EX,2018,700000,63000,Diesel,Individual,Manual,First Owner,15.3,2956,83.83,250Nm@ 1000-2000rpm,7.0
Volkswagen Vento 1.5 TDI Highline BSIV,2019,1350000,5400,Diesel,Dealer,Manual,Test Drive Car,22.27,1498,108.6,250Nm@ 1500-3000rpm,5.0
Renault KWID AMT RXL,2018,535000,31000,Petrol,Dealer,Automatic,First Owner,24.04,999,67.0,91Nm@ 4250rpm,5.0
Renault KWID 1.0 RXT Optional,2018,500000,31000,Petrol,Dealer,Manual,First Owner,23.01,999,67.0,91Nm@ 4250rpm,5.0
Tata Nano XTA,2018,250000,55000,Petrol,Dealer,Automatic,First Owner,21.9,624,37.48,51Nm@ 4000rpm,4.0
Isuzu MUX 2WD,2019,2700000,10000,Diesel,Individual,Automatic,First Owner,13.8,2999,174.57,380NM@ 1800-2800rpm,7.0
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,950000,40000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,205Nm@ 1750-3250rpm,5.0
Tata Nexon 1.5 Revotorq XZA Plus,2019,1140000,10000,Diesel,Individual,Automatic,First Owner,21.5,1497,108.5,260Nm@ 1500-2750rpm,5.0
Volkswagen Polo 1.0 TSI Highline Plus,2020,808000,5000,Petrol,Individual,Manual,First Owner,18.24,999,108.6,175nm@ 1750-4000rpm,5.0
Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487,214.56,202Nm@ 3600-5200rpm,5.0
Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969,190.0,400Nm,5.0
Maruti Baleno Alpha 1.3,2018,740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248,74.0,190Nm@ 2000rpm,5.0
Maruti Swift AMT VVT VXI,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197,81.8,113Nm@ 4200rpm,5.0
Maruti Swift AMT ZXI,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197,81.8,113Nm@ 4200rpm,5.0
BMW X4 M Sport X xDrive20d,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,400Nm@ 1750-2500rpm,5.0
BMW X4 M Sport X xDrive20d,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,400Nm@ 1750-2500rpm,5.0
Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199,88.76,110Nm@ 4800rpm,5.0
Volvo V40 D3 R-Design,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984,150.0,350Nm@ 1500-2750rpm,5.0
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2018,810000,29700,Diesel,Individual,Manual,First Owner,25.1,1248,88.5,200Nm@ 1750rpm,5.0
Hyundai i20 1.4 Magna AT,2018,671000,20000,Petrol,Individual,Automatic,First Owner,18.6,1368,98.63,132.3Nm@ 4000rpm,5.0
Maruti Alto 800 VXI,2018,295000,20000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,69Nm@ 3500rpm,5.0
Datsun GO A Option Petrol,2019,500000,10000,Petrol,Individual,Manual,First Owner,19.02,1198,67.05,104Nm@ 4000rpm,5.0
Hyundai Santro Sportz AMT BSIV,2018,565000,10000,Petrol,Individual,Automatic,First Owner,20.3,1086,68.0,99Nm@ 4500rpm,5.0
Ford EcoSport 1.5 Diesel Titanium BSIV,2018,900000,40000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,205Nm@ 1750-3250rpm,5.0
Maruti Swift Dzire VDI,2018,800000,35000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,190Nm@ 2000rpm,5.0
Maruti Baleno Delta 1.2,2018,625000,22000,Petrol,Individual,Manual,First Owner,21.4,1197,83.1,115Nm@ 4000rpm,5.0
Hyundai i20 1.4 Asta,2018,799000,60000,Diesel,Individual,Manual,Second Owner,22.54,1396,88.73,219.7Nm@ 1500-2750rpm,5.0
Mahindra Thar CRDe,2018,900000,35000,Diesel,Individual,Manual,First Owner,16.55,2498,105.0,247Nm@ 1800-2000rpm,6.0
Maruti Celerio X ZXI BSIV,2019,480000,7600,Petrol,Individual,Manual,First Owner,21.63,998,67.0,90Nm@ 3500rpm,5.0
Maruti Celerio X ZXI BSIV,2019,490000,7000,Petrol,Individual,Manual,First Owner,21.63,998,67.0,90Nm@ 3500rpm,5.0
Ford EcoSport 1.5 Diesel Titanium BSIV,2019,975000,30000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,205Nm@ 1750-3250rpm,5.0
Honda City i-VTEC CVT ZX,2019,1227000,5000,Petrol,Individual,Automatic,First Owner,18.0,1497,117.6,145Nm@ 4600rpm,5.0
Honda Jazz 1.2 VX i VTEC,2018,675000,24265,Petrol,Dealer,Manual,First Owner,18.7,1199,88.7,110Nm@ 4800rpm,5.0
Renault KWID RXT Optional,2019,350000,15000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,72Nm@ 4386rpm,5.0
Toyota Yaris V CVT BSIV,2018,1080000,12800,Petrol,Individual,Automatic,First Owner,17.8,1496,105.5,140Nm@ 4200rpm,5.0
Volkswagen Polo 2015-2019 1.0 MPI Highline Plus,2018,678000,17000,Petrol,Individual,Manual,First Owner,18.78,999,75.0,95Nm@ 3000-4300rpm,5.0
Maruti Vitara Brezza ZDi,2019,892000,10000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,200Nm@ 1750rpm,5.0
Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2018,570000,20000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,113.75nm@ 4000rpm,5.0
Maruti Swift AMT VXI,2019,600000,7500,Petrol,Individual,Automatic,First Owner,21.21,1197,81.8,113Nm@ 4200rpm,5.0
Honda City i-DTEC V,2019,1200000,40000,Diesel,Individual,Manual,First Owner,25.6,1498,97.9,200Nm@ 1750rpm,5.0
Toyota Platinum Etios 1.4 GXD,2018,670000,150000,Diesel,Individual,Manual,First Owner,23.59,1364,67.05,170Nm@ 1800-2400rpm,5.0
Mahindra Verito 1.5 D4 BSIV,2018,750000,22000,Diesel,Individual,Manual,First Owner,21.03,1461,65.0,160Nm@ 2000rpm,5.0
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2018,1000000,70000,Diesel,Individual,Manual,First Owner,25.1,1248,88.5,200Nm@ 1750rpm,5.0
Hyundai EON 1.0 Era Plus,2018,350000,25000,Petrol,Individual,Manual,First Owner,20.3,998,68.05,94.14Nm@ 3500rpm,5.0
Maruti Swift Dzire VDI,2019,694000,35000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,190Nm@ 2000rpm,5.0
Maruti Swift VDI,2018,675000,23000,Diesel,Individual,Manual,First Owner,28.4,1248,74.0,190Nm@ 2000rpm,5.0
Maruti XL6 Alpha,2019,1000000,15000,Petrol,Individual,Manual,First Owner,19.01,1462,103.2,138nm@ 4400rpm,6.0
Maruti Swift Dzire Tour S CNG,2018,600000,40000,Petrol,Individual,Manual,First Owner,19.0,1197,85.8,114Nm@ 4000rpm,5.0
Force One EX,2018,850000,120000,Diesel,Individual,Manual,Second Owner,17.0,2650,80.84,230Nm@ 1800-2000rpm,7.0
Maruti Vitara Brezza ZDi AMT,2018,900000,50000,Diesel,Individual,Automatic,Second Owner,24.3,1248,88.5,200Nm@ 1750rpm,5.0
Hyundai Santro Sportz BSIV,2019,509999,5000,Petrol,Individual,Manual,First Owner,20.3,1086,68.0,99Nm@ 4500rpm,5.0
BMW 5 Series 520d Luxury Line,2019,5200000,10000,Diesel,Dealer,Automatic,First Owner,18.12,1995,190.0,400Nm@ 1750-2500rpm,5.0
Volkswagen Polo 1.5 TDI Comfortline,2019,695000,36800,Diesel,Dealer,Manual,First Owner,20.14,1498,88.0,230Nm@ 1500-2500rpm,5.0
Maruti Swift Dzire VDI Optional,2018,690000,52200,Diesel,Dealer,Manual,First Owner,26.59,1248,74.0,190Nm@ 2000rpm,5.0
Tata Harrier XZ Plus,2020,1650000,16000,Diesel,Dealer,Manual,First Owner,17.0,1956,167.67,350Nm@ 1750-2500rpm,5.0
Jeep Compass 2.0 Limited Plus 4X4,2019,2150000,25000,Diesel,Dealer,Manual,First Owner,16.3,1956,170.63,350Nm@ 1750-2500rpm,5.0
Audi A4 35 TDI Premium Plus,2018,2900000,15000,Diesel,Dealer,Automatic,First Owner,18.25,1968,187.74,400Nm@ 1750-3000rpm,5.0
Maruti Ciaz Alpha Diesel,2018,975000,36000,Diesel,Dealer,Manual,First Owner,28.09,1248,88.5,200Nm@ 1750rpm,5.0
Volkswagen Polo 2015-2019 1.5 TDI Highline Plus,2018,650000,40000,Diesel,Dealer,Manual,First Owner,20.14,1498,88.0,230Nm@ 1500-2500rpm,5.0
Renault Triber RXZ,2019,786000,7720,Petrol,Individual,Manual,First Owner,20.0,999,71.0,96Nm@ 3500rpm,7.0
Tata Safari Storme LX,2018,875000,142000,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,320Nm@ 1500-3000rpm,5.0
Tata Safari Storme LX,2018,890000,140000,Diesel,Individual,Manual,Third Owner,14.1,2179,147.94,320Nm@ 1500-3000rpm,5.0
Datsun GO T Petrol,2018,400000,10000,Petrol,Individual,Manual,First Owner,19.83,1198,67.0,104Nm@ 4000rpm,5.0
Hyundai Verna CRDi 1.6 AT SX Plus,2018,1000000,30000,Diesel,Individual,Automatic,First Owner,22.0,1582,126.2,259.87nm@ 1500-3000rpm,5.0
Hyundai Santro Magna BSIV,2019,500000,5000,Petrol,Individual,Manual,First Owner,20.3,1086,68.0,99Nm@ 4500rpm,5.0
Hyundai Grand i10 Magna AT,2019,625000,4337,Petrol,Dealer,Automatic,First Owner,18.9,1197,82.0,114Nm@ 4000rpm,5.0
Volkswagen Polo 2015-2019 1.0 MPI Trendline,2018,560000,14495,Petrol,Dealer,Manual,First Owner,18.78,999,75.0,95Nm@ 3000-4300rpm,5.0
Honda Jazz 1.2 V i VTEC,2018,680000,8576,Petrol,Dealer,Manual,First Owner,18.7,1199,88.7,110Nm@ 4800rpm,5.0
Maruti Swift Dzire VDI,2019,700000,30000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,190Nm@ 2000rpm,5.0
BMW 6 Series GT 630d Luxury Line,2018,5500000,22000,Diesel,Individual,Automatic,First Owner,17.09,2993,261.4,620Nm@ 2000-2500rpm,4.0
Hyundai i20 Asta Option 1.2,2019,785000,9000,Petrol,Dealer,Manual,First Owner,18.6,1197,81.83,114.7Nm@ 4000rpm,5.0
Tata Harrier XZ,2019,1650000,15000,Diesel,Dealer,Manual,First Owner,17.0,1956,167.67,350Nm@ 1750-2500rpm,5.0
Mahindra TUV 300 mHAWK100 T8,2018,890000,55000,Diesel,Dealer,Manual,First Owner,18.49,1493,100.0,240Nm@ 1600-2800rpm,7.0
BMW 6 Series GT 630d Luxury Line,2018,6000000,27000,Diesel,Dealer,Automatic,First Owner,17.09,2993,261.4,620Nm@ 2000-2500rpm,4.0
Maruti Ciaz Delta Automatic BSIV,2019,1025000,15000,Petrol,Dealer,Automatic,First Owner,20.28,1462,103.25,138Nm@ 4400rpm,5.0
Tata Hexa XM,2018,1300000,35000,Diesel,Individual,Manual,First Owner,17.6,2179,153.86,400Nm@ 1750-2500rpm,7.0
Mahindra TUV 300 mHAWK100 T8,2018,819999,11500,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,240Nm@ 1600-2800rpm,7.0
Renault KWID 1.0 RXL,2018,260000,50000,Petrol,Individual,Manual,First Owner,23.01,999,67.0,91Nm@ 4250rpm,5.0
Tata Nexon 1.2 Revotron XZ Plus Dual Tone,2018,811000,11000,Petrol,Dealer,Manual,First Owner,17.0,1198,108.5,170Nm@ 1750-4000rpm,5.0
Jeep Compass 2.0 Longitude Option BSIV,2018,1675000,80000,Diesel,Individual,Manual,First Owner,17.1,1956,170.0,350Nm@ 1750-2500rpm,5.0
Mercedes-Benz CLA 200 CGI Sport,2018,2550000,18000,Petrol,Dealer,Automatic,First Owner,15.04,1991,183.0,300Nm@ 1200-4000rpm,5.0
Toyota Glanza V CVT,2019,894999,9654,Petrol,Dealer,Automatic,First Owner,19.56,1197,81.8,113Nm@ 4200rpm,5.0
Tata Nexon 1.5 Revotorq XZA Plus DualTone,2018,1025000,8000,Diesel,Dealer,Automatic,First Owner,21.5,1497,108.5,260Nm@ 1500-2750rpm,5.0
Hyundai Elite i20 Diesel Sportz,2018,750000,30000,Diesel,Individual,Manual,First Owner,22.54,1396,88.76,219.66nm@ 1500-2750rpm,5.0
Honda BRV i-DTEC V MT,2019,1100000,50000,Diesel,Individual,Manual,Second Owner,21.9,1498,98.6,200Nm@ 1750rpm,7.0
Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487,214.56,202Nm@ 3600-5200rpm,5.0
Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969,190.0,400Nm,5.0
Maruti Baleno Alpha 1.3,2018,740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248,74.0,190Nm@ 2000rpm,5.0
Maruti Swift AMT VVT VXI,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197,81.8,113Nm@ 4200rpm,5.0
Maruti Swift AMT ZXI,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197,81.8,113Nm@ 4200rpm,5.0
BMW X4 M Sport X xDrive20d,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,400Nm@ 1750-2500rpm,5.0
BMW X4 M Sport X xDrive20d,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,400Nm@ 1750-2500rpm,5.0
Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199,88.76,110Nm@ 4800rpm,5.0
Volvo V40 D3 R-Design,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984,150.0,350Nm@ 1500-2750rpm,5.0
Ford EcoSport 1.5 Diesel Titanium BSIV,2018,950000,80000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,205Nm@ 1750-3250rpm,5.0
Maruti Alto 800 LXI,2020,350000,5000,Petrol,Individual,Manual,First Owner,22.05,796,47.3,69Nm@ 3500rpm,5.0
Toyota Innova Crysta 2.4 VX MT 8S BSIV,2018,2064000,24000,Diesel,Individual,Manual,First Owner,13.68,2393,147.8,343Nm@ 1400-2800rpm,8.0
Maruti S-Cross 2017-2020 Delta DDiS 200 SH,2018,950000,25000,Diesel,Individual,Manual,First Owner,25.1,1248,88.5,200Nm@ 1750rpm,5.0
Honda Amaze S CVT i-VTEC,2018,750000,15000,Petrol,Individual,Automatic,First Owner,18.1,1199,88.7,110Nm@ 4800rpm,5.0
Ford EcoSport 1.5 Diesel Trend Plus BSIV,2019,869999,40000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,205Nm@ 1750-3250rpm,5.0
Maruti Vitara Brezza VDi,2018,825000,35000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,200Nm@ 1750rpm,5.0
Maruti Swift Dzire VDI,2018,750000,25000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,190Nm@ 2000rpm,5.0
Maruti Ignis 1.2 Delta BSIV,2019,500000,10000,Petrol,Individual,Manual,First Owner,20.89,1197,81.8,113Nm@ 4200rpm,5.0
Ford Ecosport 1.5 Diesel Titanium,2019,950000,16034,Diesel,Dealer,Manual,First Owner,21.7,1498,98.96,215Nm@ 1750-2500rpm,5.0
Maruti Wagon R VXI,2018,469000,5000,Petrol,Individual,Manual,First Owner,21.79,998,67.05,90Nm@ 3500rpm,5.0
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2019,906000,30000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,205Nm@ 1750-3250rpm,5.0
Tata Tiago XT,2018,450000,22966,Petrol,Dealer,Manual,First Owner,23.84,1199,84.48,113Nm@ 3300rpm,5.0
Mahindra Bolero Power Plus SLX,2018,797000,60000,Diesel,Individual,Manual,First Owner,16.5,1493,70.0,195Nm@ 1400-2200rpm,7.0
Hyundai Elite i20 Asta Option BSIV,2019,800000,35000,Petrol,Individual,Manual,First Owner,18.6,1197,81.86,117nm@ 4000rpm,5.0
Mahindra Bolero 2011-2019 SLX,2019,750000,59872,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,195Nm@ 1400-2200rpm,7.0
Maruti Swift VDI,2018,755000,39000,Diesel,Dealer,Manual,First Owner,28.4,1248,74.0,190Nm@ 2000rpm,5.0
Audi A6 35 TFSI Matrix,2019,6223000,7800,Petrol,Dealer,Automatic,Test Drive Car,15.26,1798,187.74,320Nm@ 1400-4100rpm,5.0
Audi A6 35 TFSI Matrix,2019,5923000,11500,Petrol,Dealer,Automatic,Test Drive Car,15.26,1798,187.74,320Nm@ 1400-4100rpm,5.0
Audi A6 35 TFSI Matrix,2019,6523000,23600,Petrol,Dealer,Automatic,Test Drive Car,15.26,1798,187.74,320Nm@ 1400-4100rpm,5.0
Maruti Baleno Alpha Automatic,2018,800000,25000,Petrol,Individual,Automatic,First Owner,21.4,1197,83.1,115Nm@ 4000rpm,5.0
Tata Tigor 1.2 Revotron XT,2018,450000,35000,Petrol,Individual,Manual,First Owner,20.3,1199,84.0,114Nm@ 3500rpm,5.0
Renault Triber RXT BSIV,2019,600000,5000,Petrol,Individual,Manual,First Owner,20.0,999,72.0,96Nm@ 3500rpm,7.0
Tata Nexon 1.2 Revotron XZ Plus,2018,790000,15000,Petrol,Individual,Manual,First Owner,17.0,1198,108.5,170Nm@ 1750-4000rpm,5.0
Maruti Swift Dzire VDI,2019,675000,25000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,190Nm@ 2000rpm,5.0
Maruti Ignis 1.2 Delta BSIV,2019,500000,10000,Petrol,Individual,Manual,First Owner,20.89,1197,81.8,113Nm@ 4200rpm,5.0
Maruti Baleno RS 1.0 Petrol,2018,750000,15000,Petrol,Individual,Manual,First Owner,21.1,998,100.5,150Nm@ 1700-4500rpm,5.0
Maruti Baleno Delta Automatic,2019,600000,20000,Petrol,Individual,Automatic,First Owner,21.4,1197,83.1,115Nm@ 4000rpm,5.0
Maruti Vitara Brezza VDi,2020,810000,15000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,200Nm@ 1750rpm,5.0
Tata Tiago 1.2 Revotron XE,2019,346000,16000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,114Nm@ 3500rpm,5.0
Maruti Wagon R VXI Plus,2018,465000,30000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,90Nm@ 3500rpm,5.0
Maruti Swift LXI Option,2018,459999,12000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,113Nm@ 4200rpm,5.0
Maruti Alto K10 LXI,2018,350000,10000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,90Nm@ 3500rpm,5.0
Mahindra XUV500 W10 AWD,2019,1800000,10000,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,330Nm@ 1600-2800rpm,7.0
Maruti Swift AMT ZXI BSIV,2018,640000,25000,Petrol,Individual,Automatic,First Owner,22.0,1197,81.8,113Nm@ 4200rpm,5.0
Tata Nexon 1.2 Revotron XE,2018,600000,30000,Petrol,Individual,Manual,First Owner,17.0,1198,108.5,170Nm@ 1750-4000rpm,5.0
Mahindra Thar CRDe ABS,2019,974000,15000,Diesel,Individual,Manual,First Owner,16.55,2498,105.0,247Nm@ 1800-2000rpm,6.0
Maruti Wagon R AMT VXI,2018,445000,5000,Petrol,Individual,Automatic,Second Owner,20.51,998,67.0,90Nm@ 3500rpm,5.0
Hyundai Creta 1.4 EX Diesel,2020,1050000,20000,Diesel,Individual,Manual,First Owner,22.1,1396,88.7,219.7Nm@ 1500-2750rpm,5.0
Maruti Vitara Brezza ZDi Plus Dual Tone,2018,950000,25000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,200Nm@ 1750rpm,5.0
Maruti Ignis Zeta AMT,2020,600000,5000,Petrol,Individual,Automatic,First Owner,20.89,1197,81.8,113Nm@ 4200rpm,5.0
Hyundai EON 1.0 Era Plus,2018,340000,120000,Petrol,Individual,Manual,First Owner,20.3,998,68.05,94.14Nm@ 3500rpm,5.0
Mahindra XUV300 W8,2019,960000,20000,Petrol,Individual,Manual,First Owner,17.0,1197,108.6,200Nm@ 2000-3500rpm,5.0
Volkswagen Polo 1.0 MPI Trendline BSIV,2019,565000,7000,Petrol,Individual,Manual,First Owner,18.78,999,75.0,95Nm@ 3000-4300rpm,5.0
Jeep Compass 2.0 Limited,2018,1757000,24000,Diesel,Individual,Manual,First Owner,17.1,1956,170.0,350Nm@ 1750-2500rpm,5.0
Tata Tiago NRG Petrol,2018,515000,35000,Petrol,Individual,Manual,First Owner,24.0,1199,83.81,114Nm@ 3500rpm,5.0
Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487,214.56,202Nm@ 3600-5200rpm,5.0
Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969,190.0,400Nm,5.0
Maruti Baleno Alpha 1.3,2018,740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248,74.0,190Nm@ 2000rpm,5.0
Maruti Swift AMT VVT VXI,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197,81.8,113Nm@ 4200rpm,5.0
Maruti Swift AMT ZXI,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197,81.8,113Nm@ 4200rpm,5.0
BMW X4 M Sport X xDrive20d,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,400Nm@ 1750-2500rpm,5.0
BMW X4 M Sport X xDrive20d,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,400Nm@ 1750-2500rpm,5.0
Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199,88.76,110Nm@ 4800rpm,5.0
Volvo V40 D3 R-Design,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984,150.0,350Nm@ 1500-2750rpm,5.0
Tata Tigor 1.2 Revotron XZ,2018,550000,10000,Petrol,Individual,Manual,First Owner,20.3,1199,84.0,114Nm@ 3500rpm,5.0
Datsun GO Plus Anniversary Edition,2018,450000,80000,Petrol,Individual,Manual,First Owner,20.62,1198,67.0,104Nm@ 4000rpm,7.0
Mahindra KUV 100 G80 K8 Dual Tone,2018,500000,60000,Petrol,Individual,Manual,First Owner,18.15,1198,82.0,115Nm@ 3500-3600rpm,6.0
